accession,location
"GCA..001772665.1..Bacteria..candidate..division..WWE3..NA..NA..NA..NA..candidate..division..WWE3..bacterium..RIFCSPLOWO2..01..FULL..39..13
",marine_shallow
"GCA..001772805.1..Bacteria..candidate..division..WWE3..NA..NA..NA..NA..candidate..division..WWE3..bacterium..RBG..19FT..COMBO..53..11
",marine_shallow
"GCA..001773455.1..Bacteria..Candidatus..Abawacabacteria..NA..NA..NA..NA..Candidatus..Abawacabacteria..bacterium..RBG..16..42..10
",marine_shallow
"GCA..001773975.1..Bacteria..Candidatus..Azambacteria..NA..NA..NA..NA..Candidatus..Azambacteria..bacterium..RBG..16..47..10
",marine_shallow
"GCA..001774075.1..Bacteria..Candidatus..Azambacteria..NA..NA..NA..NA..Candidatus..Azambacteria..bacterium..RIFCSPLOWO2..01..FULL..44..84
",marine_shallow
"GCA..001774395.1..Bacteria..Candidatus..Berkelbacteria..NA..NA..NA..NA..Candidatus..Berkelbacteria..bacterium..RIFCSPLOWO2..01..FULL..50..28
",marine_shallow
"GCA..001775055.1..Bacteria..Candidatus..Curtissbacteria..NA..NA..NA..NA..Candidatus..Curtissbacteria..bacterium..RIFCSPLOWO2..02..41..11
",marine_shallow
"GCA..001775255.1..Bacteria..Candidatus..Dadabacteria..NA..NA..NA..NA..Candidatus..Dadabacteria..bacterium..RIFCSPHIGHO2..12..FULL..53..21
",marine_shallow
"GCA..001775395.1..Bacteria..candidate..division..Zixibacteria..NA..NA..NA..NA..candidate..division..Zixibacteria..bacterium..RBG..16..53..22
",marine_shallow
"GCA..001775755.1..Bacteria..Candidatus..Aminicenantes..NA..NA..NA..NA..Candidatus..Aminicenantes..bacterium..RBG..19FT..COMBO..65..30
",marine_shallow
"GCA..001775995.1..Archaea..Candidatus..Bathyarchaeota..NA..NA..NA..NA..Candidatus..Bathyarchaeota..archaeon..RBG..16..48..13
",marine_shallow
"GCA..001777455.1..Bacteria..Candidatus..Daviesbacteria..NA..NA..NA..NA..Candidatus..Daviesbacteria..bacterium..RIFCSPLOWO2..02..FULL..41..8
",marine_shallow
"GCA..001777915.1..Bacteria..Candidatus..Edwardsbacteria..NA..NA..NA..NA..Candidatus..Edwardsbacteria..bacterium..RifOxyA12..full..54..48
",marine_shallow
"GCA..001778095.1..Bacteria..Candidatus..Falkowbacteria..NA..NA..NA..NA..Candidatus..Falkowbacteria..bacterium..RIFOXYA2..FULL..38..12
",marine_shallow
"GCA..001778235.1..Bacteria..Candidatus..Falkowbacteria..NA..NA..NA..NA..Candidatus..Falkowbacteria..bacterium..RIFOXYC2..FULL..36..12
",marine_shallow
"GCA..001778375.1..Bacteria..Candidatus..Firestonebacteria..NA..NA..NA..NA..Candidatus..Firestonebacteria..bacterium..RIFOXYD2..FULL..39..29
",marine_shallow
"GCA..001778455.1..Bacteria..Candidatus..Fraserbacteria..NA..NA..NA..NA..Candidatus..Fraserbacteria..bacterium..RBG..16..55..9
",marine_shallow
"GCA..001778785.1..Bacteria..Candidatus..Giovannonibacteria..NA..NA..NA..NA..Candidatus..Giovannonibacteria..bacterium..RIFCSPLOWO2..01..FULL..46..13
",marine_shallow
"GCA..001778875.1..Bacteria..Candidatus..Giovannonibacteria..NA..NA..NA..NA..Candidatus..Giovannonibacteria..bacterium..RIFCSPLOWO2..02..FULL..43..54
",marine_shallow
"GCA..001780035.1..Bacteria..Candidatus..Doudnabacteria..NA..NA..NA..NA..Candidatus..Doudnabacteria..bacterium..RIFCSPHIGHO2..12..FULL..48..16
",marine_shallow
"GCA..001780165.1..Bacteria..Candidatus..Eisenbacteria..NA..NA..NA..NA..Candidatus..Eisenbacteria..bacterium..RBG..16..71..46
",marine_shallow
"GCA..001780825.1..Bacteria..Candidatus..Glassbacteria..NA..NA..NA..NA..Candidatus..Glassbacteria..bacterium..RIFCSPLOWO2..12..FULL..58..11
",marine_shallow
"GCA..001782075.1..Bacteria..Candidatus..Levybacteria..NA..NA..NA..NA..Candidatus..Levybacteria..bacterium..RIFCSPHIGHO2..01..FULL..38..26
",marine_shallow
"GCA..001782805.1..Bacteria..Candidatus..Magasanikbacteria..NA..NA..NA..NA..Candidatus..Magasanikbacteria..bacterium..RIFCSPHIGHO2..01..FULL..41..23
",marine_shallow
"GCA..001783275.1..Bacteria..Candidatus..Margulisbacteria..Candidatus..Riflemargulisbacteria..NA..NA..NA..Candidatus..Margulisbacteria..bacterium..GWF2..35..9
",marine_shallow
"GCA..001784175.1..Bacteria..Candidatus..Lindowbacteria..NA..NA..NA..NA..Candidatus..Lindowbacteria..bacterium..RIFCSPLOWO2..12..FULL..62..27
",marine_shallow
"GCA..001784555.1..Bacteria..Candidatus..Melainabacteria..NA..NA..NA..NA..Candidatus..Melainabacteria..bacterium..RIFCSPHIGHO2..02..FULL..34..12
",marine_shallow
"GCA..001787855.1..Bacteria..Candidatus..Riflebacteria..NA..NA..NA..NA..Candidatus..Riflebacteria..bacterium..GWC2..50..8
",marine_shallow
"GCA..001788215.1..Bacteria..Candidatus..Roizmanbacteria..NA..NA..NA..NA..Candidatus..Roizmanbacteria..bacterium..RIFCSPLOWO2..01..FULL..40..14
",marine_shallow
"GCA..001788565.1..Bacteria..Candidatus..Saccharibacteria..NA..NA..NA..NA..Candidatus..Saccharibacteria..bacterium..RIFCSPHIGHO2..12..FULL..49..19
",marine_shallow
"GCA..001789205.1..Bacteria..Candidatus..Raymondbacteria..NA..NA..NA..NA..Candidatus..Raymondbacteria..bacterium..RIFOXYA2..FULL..49..16
",marine_shallow
"GCA..001790645.1..Bacteria..Candidatus..Schekmanbacteria..NA..NA..NA..NA..Candidatus..Schekmanbacteria..bacterium..GWA2..38..11
",marine_shallow
"GCA..001791325.1..Bacteria..Candidatus..Uhrbacteria..NA..NA..NA..NA..Candidatus..Uhrbacteria..bacterium..RIFCSPLOWO2..01..FULL..47..25
",marine_shallow
"GCA..001791465.1..Bacteria..Candidatus..Uhrbacteria..NA..NA..NA..NA..Candidatus..Uhrbacteria..bacterium..RIFCSPLOWO2..02..FULL..49..11
",marine_shallow
"GCA..001791795.1..Bacteria..Candidatus..Wallbacteria..NA..NA..NA..NA..Candidatus..Wallbacteria..bacterium..GWC2..49..35
",marine_shallow
"GCA..001794905.1..Bacteria..Chlamydiae..NA..NA..NA..NA..Chlamydiae..bacterium..RIFCSPHIGHO2..12..FULL..49..11
",marine_shallow
"GCA..001795235.1..Bacteria..Chloroflexi..NA..NA..NA..NA..Chloroflexi..bacterium..RBG..16..64..32
",marine_shallow
"GCA..001795795.1..Bacteria..Candidatus..Yanofskybacteria..NA..NA..NA..NA..Candidatus..Yanofskybacteria..bacterium..RIFCSPLOWO2..02..FULL..45..18
",marine_shallow
"GCA..001797335.1..Bacteria..Proteobacteria..Deltaproteobacteria..NA..NA..NA..Deltaproteobacteria..bacterium..GWA2..38..16
",marine_shallow
"GCA..001797415.1..Bacteria..Proteobacteria..Deltaproteobacteria..NA..NA..NA..Deltaproteobacteria..bacterium..GWA2..55..10
",marine_shallow
"GCA..001798075.1..Bacteria..Proteobacteria..Deltaproteobacteria..NA..NA..NA..Deltaproteobacteria..bacterium..RIFCSPHIGHO2..01..FULL..43..49
",marine_shallow
"GCA..001798135.1..Bacteria..Proteobacteria..Deltaproteobacteria..NA..NA..NA..Deltaproteobacteria..bacterium..RIFCSPHIGHO2..02..FULL..40..28
",marine_shallow
"GCA..001798185.1..Bacteria..Proteobacteria..Deltaproteobacteria..NA..NA..NA..Deltaproteobacteria..bacterium..RIFCSPHIGHO2..02..FULL..44..16
",marine_shallow
"GCA..001798265.1..Bacteria..Proteobacteria..Deltaproteobacteria..NA..NA..NA..Deltaproteobacteria..bacterium..RIFCSPHIGHO2..12..FULL..43..9
",marine_shallow
"GCA..001798565.1..Bacteria..Proteobacteria..Deltaproteobacteria..NA..NA..NA..Deltaproteobacteria..bacterium..RIFCSPLOWO2..12..FULL..60..16
",marine_shallow
"GCA..001798605.1..Bacteria..Proteobacteria..Deltaproteobacteria..NA..NA..NA..Deltaproteobacteria..bacterium..RIFOXYA12..FULL..58..15
",marine_shallow
"GCA..001798715.1..Bacteria..Proteobacteria..Deltaproteobacteria..NA..NA..NA..Deltaproteobacteria..bacterium..RIFCSPLOWO2..02..FULL..50..16
",marine_shallow
"GCA..001799195.1..Bacteria..Proteobacteria..Deltaproteobacteria..NA..NA..NA..Deltaproteobacteria..bacterium..RIFOXYA12..FULL..61..11
",marine_shallow
"GCA..001799695.1..Bacteria..Elusimicrobia..NA..NA..NA..NA..Elusimicrobia..bacterium..GWA2..69..24
",marine_shallow
"GCA..001800075.1..Bacteria..Elusimicrobia..NA..NA..NA..NA..Elusimicrobia..bacterium..RIFCSPLOWO2..01..FULL..59..12
",marine_shallow
"GCA..001800095.1..Bacteria..Elusimicrobia..NA..NA..NA..NA..Elusimicrobia..bacterium..RIFCSPLOWO2..01..FULL..64..13
",marine_shallow
"GCA..001800245.1..Bacteria..Elusimicrobia..NA..NA..NA..NA..Elusimicrobia..bacterium..RIFOXYA12..FULL..51..18
",marine_shallow
"GCA..001800495.1..Bacteria..Elusimicrobia..NA..NA..NA..NA..Elusimicrobia..bacterium..RIFOXYB2..FULL..48..7
",marine_shallow
"GCA..001800605.1..Bacteria..Elusimicrobia..NA..NA..NA..NA..Elusimicrobia..bacterium..RIFOXYD2..FULL..34..15
",marine_shallow
"GCA..001800745.1..Archaea..Euryarchaeota..NA..NA..NA..NA..Euryarchaeota..archaeon..RBG..16..67..27
",marine_shallow
"GCA..001801285.1..Bacteria..Proteobacteria..Gammaproteobacteria..NA..NA..NA..Gammaproteobacteria..bacterium..GWE2..37..16
",marine_shallow
"GCA..001801745.1..Bacteria..Proteobacteria..Gammaproteobacteria..NA..NA..NA..Gammaproteobacteria..bacterium..RIFCSPLOWO2..02..FULL..38..11
",marine_shallow
"GCA..001803235.1..Bacteria..Lentisphaerae..NA..NA..NA..NA..Lentisphaerae..bacterium..RIFOXYA12..64..32
",marine_shallow
"GCA..001803565.1..Bacteria..Nitrospinae..NA..NA..NA..NA..Nitrospinae..bacterium..RIFCSPLOWO2..12..FULL..45..22
",marine_shallow
"GCA..001803795.1..Bacteria..Nitrospirae..NA..NA..NA..NA..Nitrospirae..bacterium..RBG..16..64..22
",marine_shallow
"GCA..001803815.1..Bacteria..Nitrospirae..NA..NA..NA..NA..Nitrospirae..bacterium..RBG..19FT..COMBO..42..15
",marine_shallow
"GCA..001803875.1..Bacteria..Nitrospirae..NA..NA..NA..NA..Nitrospirae..bacterium..RIFCSPHIGHO2..01..FULL..66..17
",marine_shallow
"GCA..001804315.1..Bacteria..Candidatus..Omnitrophica..NA..NA..NA..NA..Omnitrophica..bacterium..RIFCSPLOWO2..12..FULL..50..11
",marine_shallow
"GCA..001804805.1..Bacteria..Lentisphaerae..NA..NA..NA..NA..Lentisphaerae..bacterium..GWF2..49..21
",marine_shallow
"GCA..001804885.1..Bacteria..Lentisphaerae..NA..NA..NA..NA..Lentisphaerae..bacterium..RIFOXYA12..FULL..48..11
",marine_shallow
"GCA..001805205.1..Bacteria..Nitrospirae..NA..NA..NA..NA..Nitrospirae..bacterium..RIFCSPLOW2..12..42..9
",marine_shallow
"GCA..001805375.1..Bacteria..Candidatus..Omnitrophica..NA..NA..NA..NA..Omnitrophica..WOR..2..bacterium..GWA2..47..8
",marine_shallow
"GCA..001805575.1..Bacteria..Candidatus..Omnitrophica..NA..NA..NA..NA..Omnitrophica..WOR..2..bacterium..RIFCSPHIGHO2..02..FULL..45..21
",marine_shallow
"GCA..001805885.1..Bacteria..Candidatus..Omnitrophica..NA..NA..NA..NA..Omnitrophica..WOR..2..bacterium..RIFCSPLOWO2..12..FULL..51..24
",marine_shallow
"GCA..001816385.1..Bacteria..Candidatus..Blackburnbacteria..NA..NA..NA..NA..Candidatus..Blackburnbacteria..bacterium..RIFCSPHIGHO2..01..FULL..43..15b
",marine_shallow
"GCA..001817115.1..Bacteria..Candidatus..Andersenbacteria..NA..NA..NA..NA..Candidatus..Andersenbacteria..bacterium..RIFCSPHIGHO2..12..FULL..45..11b
",marine_shallow
"GCA..001817495.1..Bacteria..Candidatus..Buchananbacteria..NA..NA..NA..NA..Candidatus..Buchananbacteria..bacterium..RIFCSPHIGHO2..02..FULL..56..16
",marine_shallow
"GCA..001818155.1..Bacteria..Candidatus..Jacksonbacteria..NA..NA..NA..NA..Candidatus..Jacksonbacteria..bacterium..RIFCSPLOWO2..02..FULL..44..20
",marine_shallow
"GCA..001818315.1..Bacteria..Candidatus..Kerfeldbacteria..NA..NA..NA..NA..Candidatus..Kerfeldbacteria..bacterium..RIFCSPLOWO2..02..FULL..42..19
",marine_shallow
"GCA..001818435.1..Bacteria..Candidatus..Komeilibacteria..NA..NA..NA..NA..Candidatus..Komeilibacteria..bacterium..RIFCSPLOWO2..02..FULL..48..11
",marine_shallow
"GCA..001819875.1..Bacteria..Candidatus..Ryanbacteria..NA..NA..NA..NA..Candidatus..Ryanbacteria..bacterium..RIFCSPHIGHO2..02..FULL..48..12
",marine_shallow
"GCA..001820055.1..Bacteria..Candidatus..Spechtbacteria..NA..NA..NA..NA..Candidatus..Spechtbacteria..bacterium..RIFCSPLOWO2..12..FULL..38..22
",marine_shallow
"GCA..001824325.1..Bacteria..NA..NA..NA..NA..NA..Parcubacteria..group..bacterium..RIFCSPHIGHO2..01..FULL..47..10b
",marine_shallow
"GCA..001828445.1..Bacteria..Planctomycetes..NA..NA..NA..NA..Planctomycetes..bacterium..RBG..16..43..13
",marine_shallow
"GCA..001829155.1..Bacteria..Spirochaetes..NA..NA..NA..NA..Spirochaetes..bacterium..GWB1..36..13
",marine_shallow
"GCA..001829315.1..Bacteria..Spirochaetes..NA..NA..NA..NA..Spirochaetes..bacterium..GWE1..32..154
",marine_shallow
"GCA..001830835.1..Bacteria..Proteobacteria..Deltaproteobacteria..Syntrophobacterales..NA..NA..Syntrophobacterales..bacterium..GWC2..56..13
",marine_shallow
"GCA..001897795.1..Bacteria..Proteobacteria..Alphaproteobacteria..NA..NA..NA..Alphaproteobacteria..bacterium..41-28
",marine_shallow
"GCA..001898705.1..Bacteria..Proteobacteria..Alphaproteobacteria..Holosporales..NA..NA..Caedibacter..sp..38-128
",marine_shallow
"GCA..001940655.1..Archaea..Candidatus..Lokiarchaeota..NA..NA..NA..NA..Candidatus..Lokiarchaeota..archaeon..CR..4
",marine_shallow
"GCA..001940755.1..Archaea..Candidatus..Heimdallarchaeota..NA..NA..NA..NA..Candidatus..Heimdallarchaeota..archaeon..AB..125
",marine_shallow
"GCA..002007425.1..Bacteria..Proteobacteria..Gammaproteobacteria..Chromatiales..NA..NA..Chromatiales..bacterium..USCg..Taylor
",marine_shallow
"GCA..002010365.1..Bacteria..Candidatus..Bipolaricaulota..NA..NA..NA..NA..Candidatus..Acetothermia..bacterium..JdFR-50
",marine_shallow
"GCA..002010665.1..Bacteria..Candidatus..Aminicenantes..NA..NA..NA..NA..Candidatus..Aminicenantes..bacterium..JdFR-78
",marine_shallow
"GCA..002010915.1..Bacteria..Proteobacteria..Deltaproteobacteria..Desulfarculales..Desulfarculaceae..NA..Desulfarculaceae..bacterium..JdFR-97
",marine_shallow
"GCA..002011075.1..Archaea..Candidatus..Geothermarchaeota..NA..NA..NA..NA..Candidatus..Geothermarchaeota..archaeon..JdFR-13
",marine_shallow
"GCA..002011085.1..Archaea..Candidatus..Geothermarchaeota..NA..NA..NA..NA..Candidatus..Geothermarchaeota..archaeon..JdFR-14
",marine_shallow
"GCA..002011165.1..Archaea..Euryarchaeota..NA..NA..NA..NA..Euryarchaeota..archaeon..JdFR-21
",marine_shallow
"GCA..002011355.1..Archaea..Euryarchaeota..Thermoplasmata..Thermoplasmatales..NA..NA..Thermoplasmatales..archaeon..JdFR-43
",marine_shallow
"GCA..002011395.1..Archaea..Euryarchaeota..NA..NA..NA..Aciduliprofundum..Aciduliprofundum..sp..JdFR-45
",marine_shallow
"GCA..002011475.1..Bacteria..Chloroflexi..Dehalococcoidia..Dehalococcoidales..Dehalococcoidaceae..Dehalococcoides..Dehalococcoides..sp..JdFR-54
",marine_shallow
"GCA..002011615.1..Bacteria..Candidatus..Hydrothermae..NA..NA..NA..NA..Candidatus..Hydrothermae..bacterium..JdFR-72
",marine_shallow
"GCA..002011685.1..Bacteria..Deferribacteres..Deferribacteres..NA..NA..NA..Deferribacteres..bacterium..JdFR-76
",marine_shallow
"GCA..002011735.1..Bacteria..Nitrospirae..NA..NA..NA..NA..Nitrospirae..bacterium..JdFR-81
",marine_shallow
"GCA..002011835.1..Bacteria..Proteobacteria..Deltaproteobacteria..Desulfarculales..Desulfarculaceae..NA..Desulfarculaceae..bacterium..JdFR-95
",marine_shallow
"GCA..002127415.1..Bacteria..Calditrichaeota..NA..NA..NA..NA..Calditrichaeota..bacterium..AABM5..125..24
",marine_shallow
"GCA..002167285.1..Bacteria..Planctomycetes..Planctomycetia..NA..NA..NA..Planctomycetia..bacterium..TMED53
",marine_shallow
"GCA..002170535.1..Bacteria..Proteobacteria..Gammaproteobacteria..Methylococcales..Methylococcaceae..NA..Methylococcaceae..bacterium..TMED69
",marine_shallow
"GCA..002215665.1..Bacteria..NA..NA..NA..NA..NA..candidate..division..TA06..bacterium..JGI..Cruoil..03..38..101
",marine_shallow
"GCA..002256595.1..Archaea..Euryarchaeota..Methanomicrobia..Methanosarcinales..Methanotrichaceae..Methanothrix..Methanosaeta..sp..NSP1
",marine_shallow
"GCA..002291985.1..Bacteria..Firmicutes..NA..NA..NA..NA..Firmicutes..bacterium..UBA995
",marine_shallow
"GCA..002292285.1..Bacteria..Proteobacteria..NA..NA..NA..NA..Proteobacteria..bacterium..UBA981
",marine_shallow
"GCA..002313635.1..Bacteria..Fusobacteria..Fusobacteriia..NA..NA..NA..Fusobacteriia..bacterium..UBA1095
",marine_shallow
"GCA..002321895.1..Bacteria..Proteobacteria..Oligoflexia..Bdellovibrionales..Bdellovibrionaceae..NA..Bdellovibrionaceae..bacterium..UBA1609
",marine_shallow
"GCA..002323895.1..Bacteria..Verrucomicrobia..Verrucomicrobiae..Verrucomicrobiales..Akkermansiaceae..NA..Akkermansiaceae..bacterium..UBA1518
",marine_shallow
"GCA..002348365.1..Bacteria..Proteobacteria..Alphaproteobacteria..NA..NA..NA..Alphaproteobacteria..bacterium..UBA2966
",marine_shallow
"GCA..002348425.1..Bacteria..Proteobacteria..Alphaproteobacteria..NA..NA..NA..Alphaproteobacteria..bacterium..UBA2964
",marine_shallow
"GCA..002348465.1..Bacteria..Gemmatimonadetes..Gemmatimonadetes..Gemmatimonadales..NA..NA..Gemmatimonadales..bacterium..UBA2960
",marine_shallow
"GCA..002352365.1..Bacteria..Chloroflexi..Dehalococcoidia..NA..NA..NA..Dehalococcoidia..bacterium..UBA2777
",marine_shallow
"GCA..002352565.1..Bacteria..Proteobacteria..NA..NA..NA..NA..Proteobacteria..bacterium..UBA2770
",marine_shallow
"GCA..002352645.1..Bacteria..Actinobacteria..Acidimicrobiia..NA..NA..NA..Acidimicrobiia..bacterium..UBA2766
",marine_shallow
"GCA..002364485.1..Bacteria..Planctomycetes..Phycisphaerae..Phycisphaerales..NA..NA..Phycisphaerales..bacterium..UBA3160
",marine_shallow
"GCA..002366545.1..Bacteria..Actinobacteria..NA..NA..NA..NA..Actinobacteria..bacterium..UBA3085
",marine_shallow
"GCA..002366595.1..Bacteria..Chloroflexi..Anaerolineae..Anaerolineales..NA..NA..Anaerolineales..bacterium..UBA3082
",marine_shallow
"GCA..002366635.1..Bacteria..candidate..division..WOR-3..NA..NA..NA..NA..candidate..division..WOR-3..bacterium..UBA3079
",marine_shallow
"GCA..002366725.1..Bacteria..candidate..division..WOR-3..NA..NA..NA..NA..candidate..division..WOR-3..bacterium..UBA3073
",marine_shallow
"GCA..002366755.1..Bacteria..Chloroflexi..Anaerolineae..Anaerolineales..NA..NA..Anaerolineales..bacterium..UBA3071
",marine_shallow
"GCA..002367275.1..Bacteria..Chloroflexi..Dehalococcoidia..NA..NA..NA..Dehalococcoidia..bacterium..UBA3088
",marine_shallow
"GCA..002386945.1..Bacteria..Proteobacteria..NA..NA..NA..NA..Proteobacteria..bacterium..UBA4575
",marine_shallow
"GCA..002400775.1..Bacteria..Proteobacteria..Gammaproteobacteria..NA..NA..NA..Gammaproteobacteria..bacterium
",marine_shallow
"GCA..002401295.1..Bacteria..Proteobacteria..Deltaproteobacteria..NA..NA..NA..SAR324..cluster..bacterium
",marine_shallow
"GCA..002401425.1..Bacteria..Candidatus..Peregrinibacteria..NA..NA..NA..NA..Candidatus..Peregrinibacteria..bacterium
",marine_shallow
"GCA..002402105.1..Bacteria..Candidatus..Cloacimonetes..NA..NA..NA..NA..Candidatus..Cloacimonetes..bacterium
",marine_shallow
"GCA..002420425.1..Bacteria..Proteobacteria..NA..NA..NA..NA..Proteobacteria..bacterium..UBA5680
",marine_shallow
"GCA..002433595.1..Bacteria..NA..NA..NA..NA..NA..bacterium..UBP8..UBA6595
",marine_shallow
"GCA..002436205.1..Bacteria..Candidatus..Peregrinibacteria..Candidatus..Peribacteria..Candidatus..Peribacterales..NA..Candidatus..Peribacter..Candidatus..Peribacter..sp..UBA6535
",marine_shallow
"GCA..002450515.1..Bacteria..Chloroflexi..Dehalococcoidia..NA..NA..NA..Dehalococcoidia..bacterium..UBA6952
",marine_shallow
"GCA..002450835.1..Bacteria..Chloroflexi..Dehalococcoidia..NA..NA..NA..Dehalococcoidia..bacterium..UBA6926
",marine_shallow
"GCA..002469885.1..Bacteria..Proteobacteria..Gammaproteobacteria..Legionellales..NA..NA..Legionellales..bacterium..UBA7366
",marine_shallow
"GCA..002494765.1..Archaea..Euryarchaeota..NA..NA..NA..NA..Euryarchaeota..archaeon..UBA186
",marine_shallow
"GCA..002497685.1..Archaea..Euryarchaeota..Candidatus..Poseidoniia..NA..NA..NA..Euryarchaeota..archaeon..UBA169
",marine_shallow
"GCA..002500565.1..Bacteria..Proteobacteria..Alphaproteobacteria..Holosporales..Holosporaceae..NA..Holosporaceae..bacterium..UBA7879
",marine_shallow
"GCA..002500605.1..Bacteria..Nitrospinae..Nitrospinia..Nitrospinales..Nitrospinaceae..NA..Nitrospinaceae..bacterium..UBA7883
",marine_shallow
"GCA..002501535.1..Bacteria..NA..NA..NA..NA..NA..bacterium..UBP7..UBA7824
",marine_shallow
"GCA..002502135.1..Archaea..NA..NA..NA..NA..NA..archaeon..UBA543
",marine_shallow
"GCA..002502685.1..Archaea..Euryarchaeota..NA..NA..NA..NA..Euryarchaeota..archaeon..UBA202
",marine_shallow
"GCA..002689455.1..Bacteria..Proteobacteria..Alphaproteobacteria..Magnetococcales..NA..NA..Magnetococcales..bacterium
",marine_shallow
"GCA..002693325.1..Bacteria..Gemmatimonadetes..NA..NA..NA..NA..Gemmatimonadetes..bacterium
",marine_shallow
"GCA..002699025.1..Bacteria..Proteobacteria..Deltaproteobacteria..Myxococcales..Sandaracinaceae..Sandaracinus..Sandaracinus..sp
",marine_shallow
"GCA..002702065.1..Bacteria..Chloroflexi..Anaerolineae..Anaerolineales..Anaerolineaceae..NA..Anaerolineaceae..bacterium
",marine_shallow
"GCA..002708145.1..Bacteria..Chloroflexi..NA..NA..NA..NA..Chloroflexi..bacterium
",marine_shallow
"GCA..002712165.1..Bacteria..Candidatus..Marinimicrobia..NA..NA..NA..NA..Candidatus..Marinimicrobia..bacterium
",marine_shallow
"GCA..002716725.1..Bacteria..NA..NA..NA..NA..NA..bacterium
",marine_shallow
"GCA..002717185.1..Bacteria..Proteobacteria..Alphaproteobacteria..Rhodospirillales..Rhodospirillaceae..NA..Rhodospirillaceae..bacterium
",marine_shallow
"GCA..002717565.1..Bacteria..Chloroflexi..NA..NA..NA..NA..Chloroflexi..bacterium
",marine_shallow
"GCA..002717805.1..Bacteria..Chloroflexi..NA..NA..NA..NA..Chloroflexi..bacterium
",marine_shallow
"GCA..002717925.1..Bacteria..Chloroflexi..NA..NA..NA..NA..Chloroflexi..bacterium
",marine_shallow
"GCA..002721445.1..Bacteria..Chloroflexi..NA..NA..NA..NA..Chloroflexi..bacterium
",marine_shallow
"GCA..002721815.1..Bacteria..Proteobacteria..Deltaproteobacteria..Myxococcales..NA..NA..Myxococcales..bacterium
",marine_shallow
"GCA..002722565.1..Bacteria..Actinobacteria..Acidimicrobiia..Acidimicrobiales..Acidimicrobiaceae..NA..Acidimicrobiaceae..bacterium
",marine_shallow
"GCA..002722885.1..Bacteria..Proteobacteria..Alphaproteobacteria..Rhodospirillales..Rhodospirillaceae..NA..Rhodospirillaceae..bacterium
",marine_shallow
"GCA..002724735.1..Bacteria..Candidatus..Marinimicrobia..NA..NA..NA..NA..Candidatus..Marinimicrobia..bacterium
",marine_shallow
"GCA..002727195.1..Bacteria..Gemmatimonadetes..NA..NA..NA..NA..Gemmatimonadetes..bacterium
",marine_shallow
"GCA..002730875.1..Bacteria..Spirochaetes..Spirochaetia..Spirochaetales..Spirochaetaceae..NA..Spirochaetaceae..bacterium
",marine_shallow
"GCA..002731275.1..Bacteria..Proteobacteria..Deltaproteobacteria..NA..NA..NA..Deltaproteobacteria..bacterium
",marine_shallow
"GCA..002732805.1..Bacteria..Proteobacteria..Gammaproteobacteria..Legionellales..Coxiellaceae..Coxiella..Coxiella..sp..in..Bacteria
",marine_shallow
"GCA..002746185.1..Bacteria..Candidatus..Hydrogenedentes..NA..NA..NA..NA..Candidatus..Hydrogenedentes..bacterium
",marine_shallow
"GCA..002746235.1..Bacteria..Planctomycetes..NA..NA..NA..NA..Planctomycetes..bacterium
",marine_shallow
"GCA..002746535.1..Bacteria..Planctomycetes..NA..NA..NA..NA..Planctomycetes..bacterium
",marine_shallow
"GCA..002763265.1..Archaea..NA..NA..NA..NA..NA..archaeon..CG10..big..fil..rev..8..21..14..0..10..43..11
",marine_shallow
"GCA..002770755.1..Bacteria..candidate..division..WWE3..NA..NA..NA..NA..candidate..division..WWE3..bacterium..CG23..combo..of..CG06-09..8..20..14..all..40..14
",marine_shallow
"GCA..002772205.1..Bacteria..Candidatus..Jorgensenbacteria..NA..NA..NA..NA..Candidatus..Jorgensenbacteria..bacterium..CG23..combo..of..CG06-09..8..20..14..all..54..14
",marine_shallow
"GCA..002772895.1..Bacteria..NA..NA..NA..NA..NA..Parcubacteria..group..bacterium..CG10..big..fil..rev..8..21..14..0..10..36..14
",marine_shallow
"GCA..002773985.1..Bacteria..Candidatus..Berkelbacteria..NA..NA..NA..NA..Candidatus..Berkelbacteria..bacterium..CG10..big..fil..rev..8..21..14..0..10..43..13
",marine_shallow
"GCA..002774225.1..Bacteria..candidate..division..WWE3..NA..NA..NA..NA..candidate..division..WWE3..bacterium..CG08..land..8..20..14..0..20..43..13
",marine_shallow
"GCA..002774285.1..Bacteria..candidate..division..WWE3..NA..NA..NA..NA..candidate..division..WWE3..bacterium..CG08..land..8..20..14..0..20..40..13
",marine_shallow
"GCA..002774425.1..Bacteria..NA..NA..NA..NA..NA..Parcubacteria..group..bacterium..CG08..land..8..20..14..0..20..48..21
",marine_shallow
"GCA..002778835.1..Bacteria..Proteobacteria..Alphaproteobacteria..Rhizobiales..Methylobacteriaceae..Methylobacterium..Methylobacterium..sp..CG09..land..8..20..14..0..10..71..15
",marine_shallow
"GCA..002779075.1..Archaea..Candidatus..Diapherotrites..NA..NA..NA..NA..Candidatus..Diapherotrites..archaeon..CG08..land..8..20..14..0..20..30..16
",marine_shallow
"GCA..002779205.1..Bacteria..Actinobacteria..NA..NA..NA..NA..Actinobacteria..bacterium..CG08..land..8..20..14..0..20..35..9
",marine_shallow
"GCA..002779345.1..Bacteria..Candidatus..Omnitrophica..NA..NA..NA..NA..Candidatus..Omnitrophica..bacterium..CG07..land..8..20..14..0..80..50..8
",marine_shallow
